policy_id,insurer_name,postcode,region_name,wind_risk_band,building_type,sum_insured,mitigation_flag,annual_premium,policy_start_date,policy_end_date
POL-002517,Pacific Rim Insurance,6721,Port Hedland WA,T-W,SME,2142779,,22052.79,2025-06-22,2026-06-22
POL-002518,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Home,612589,,3690.3,2023-03-01,2024-02-29
POL-002519,Coral Coast Mutual,6721,Port Hedland WA,T-W,Home,801510,,7826.46,2024-08-11,2025-08-11
POL-002520,Southern Cross Insurance,800,Darwin NT,T-W,Home,666286,Shutters Installed,5412.42,2023-12-18,2024-12-17
POL-002521,Northbeam General,4802,Townsville QLD,T-W,Home,454163,,4030.31,2025-01-10,2026-01-10
POL-002522,Coral Coast Mutual,4703,Rockhampton QLD,Q-S,Home,327071,,2015.47,2023-10-09,2024-10-08
POL-002523,Coral Coast Mutual,6714,Karratha WA,T-W,Home,288255,Roof Tie-Down,2418.63,2025-05-27,2026-05-27
POL-002524,Southern Cross Insurance,810,Darwin NT,T-W,Home,294935,Elevated Slab,2538.59,2024-10-07,2025-10-07
POL-002525,Southern Cross Insurance,6714,Karratha WA,T-W,Home,699492,,6559.28,2025-03-20,2026-03-20
POL-002526,Southern Cross Insurance,4720,Charters Towers QLD,L-P,SME,940169,Roof Tie-Down,3307.07,2025-05-16,2026-05-16
POL-002527,Coral Coast Mutual,4740,Mackay QLD,Q-S,Strata,2929247,,19117.24,2023-07-28,2024-07-27
POL-002528,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,278594,,1143.48,2024-12-02,2025-12-02
POL-002529,Northbeam General,4825,Mount Isa QLD,B-F,Home,354800,,696.47,2025-02-25,2026-02-25
POL-002530,Outback Assurance Group,6000,Perth WA,B-F,SME,2202684,Elevated Slab,3376.22,2023-07-07,2024-07-06
POL-002531,Northbeam General,4802,Townsville QLD,T-W,Home,758842,,7100.1,2024-07-28,2025-07-28
POL-002532,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,526596,,4792.95,2025-09-13,2026-09-13
POL-002533,Northbeam General,800,Darwin NT,T-W,Home,255199,,2566.85,2024-04-03,2025-04-03
POL-002534,Northbeam General,6714,Karratha WA,T-W,Home,827019,,8228.55,2024-06-25,2025-06-25
POL-002535,Southern Cross Insurance,4879,Innisfail QLD,T-W,Home,642484,Shutters Installed,5306.87,2023-05-08,2024-05-07
POL-002536,Pacific Rim Insurance,800,Darwin NT,T-W,SME,475724,,4614.9,2023-02-18,2024-02-18
POL-002537,Pacific Rim Insurance,4680,Gladstone QLD,L-P,Strata,3087833,,13755.56,2023-10-20,2024-10-19
POL-002538,Northbeam General,4700,Rockhampton QLD,Q-S,Strata,9601889,,68552.32,2024-08-19,2025-08-19
POL-002539,Outback Assurance Group,4655,Hervey Bay QLD,L-P,SME,2164702,,9576.57,2024-08-09,2025-08-09
POL-002540,Outback Assurance Group,6721,Port Hedland WA,T-W,SME,2917885,,29083.83,2024-11-23,2025-11-23
POL-002541,Outback Assurance Group,4825,Mount Isa QLD,B-F,SME,2645062,Shutters Installed,4276.43,2024-08-16,2025-08-16
POL-002542,Pacific Rim Insurance,4802,Townsville QLD,T-W,Home,357944,Shutters Installed,2771.55,2025-03-01,2026-03-01
POL-002543,Northbeam General,6721,Port Hedland WA,T-W,Home,453896,,4702.93,2025-06-30,2026-06-30
POL-002544,Outback Assurance Group,800,Darwin NT,T-W,Home,483861,,4407.69,2023-05-25,2024-05-24
POL-002545,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,307433,,1267.41,2024-12-17,2025-12-17
POL-002546,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,373434,Elevated Slab,566.46,2024-03-03,2025-03-03
POL-002547,Northbeam General,4737,Bowen QLD,Q-S,Home,838942,Shutters Installed,5045.86,2025-01-11,2026-01-11
POL-002548,Northbeam General,4720,Charters Towers QLD,L-P,Home,881662,Shutters Installed,3404.28,2024-10-27,2025-10-27
POL-002549,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Home,268349,,1202.8,2023-10-19,2024-10-18
POL-002550,Pacific Rim Insurance,4680,Gladstone QLD,L-P,Strata,3976444,,18309.7,2025-07-12,2026-07-12
POL-002551,Coral Coast Mutual,4810,Townsville QLD,T-W,Home,404394,Roof Tie-Down,3204.24,2025-02-20,2026-02-20
POL-002552,Outback Assurance Group,4825,Cloncurry QLD,B-F,SME,1515846,Elevated Slab,2130.69,2024-07-17,2025-07-17
POL-002553,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,326340,Elevated Slab,2858.38,2023-08-10,2024-08-09
POL-002554,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,Home,402795,Elevated Slab,649.12,2025-04-06,2026-04-06
POL-002555,Coral Coast Mutual,6714,Karratha WA,T-W,Home,376024,,3395.0,2023-07-16,2024-07-15
POL-002556,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,575837,Shutters Installed,2199.54,2023-10-06,2024-10-05
POL-002557,Pacific Rim Insurance,4870,Cairns QLD,T-W,SME,1338411,Roof Tie-Down,9729.02,2024-11-14,2025-11-14
POL-002558,Southern Cross Insurance,4879,Innisfail QLD,T-W,Home,658196,,5705.87,2023-02-26,2024-02-26
POL-002559,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,452724,Roof Tie-Down,1717.83,2023-12-09,2024-12-08
POL-002560,Southern Cross Insurance,4740,Mackay QLD,Q-S,Strata,2939293,Elevated Slab,16603.58,2023-10-13,2024-10-12
POL-002561,Northbeam General,6721,Port Hedland WA,T-W,Home,587004,Roof Tie-Down,4317.55,2024-02-22,2025-02-21
POL-002562,Northbeam General,4720,Charters Towers QLD,L-P,Home,714848,,3087.67,2024-10-04,2025-10-04
POL-002563,Outback Assurance Group,4740,Mackay QLD,Q-S,SME,1573567,Shutters Installed,8294.25,2025-07-06,2026-07-06
POL-002564,Outback Assurance Group,4737,Bowen QLD,Q-S,Home,420196,Shutters Installed,2116.44,2025-08-23,2026-08-23
POL-002565,Northbeam General,810,Darwin NT,T-W,SME,2126568,,20894.91,2024-09-02,2025-09-02
POL-002566,Outback Assurance Group,4680,Gladstone QLD,L-P,Home,765998,,3361.96,2025-04-25,2026-04-25
POL-002567,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Strata,11486196,,50164.76,2024-09-08,2025-09-08
POL-002568,Northbeam General,6000,Perth WA,B-F,Home,809453,,1387.89,2025-09-20,2026-09-20
POL-002569,Coral Coast Mutual,4703,Rockhampton QLD,Q-S,Home,389110,Shutters Installed,2345.12,2023-11-18,2024-11-17
POL-002570,Southern Cross Insurance,4700,Rockhampton QLD,Q-S,Home,670806,,4019.02,2024-07-11,2025-07-11
POL-002571,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,422252,,2842.37,2023-03-22,2024-03-21
POL-002572,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,692393,Roof Tie-Down,3625.0,2024-06-09,2025-06-09
POL-002573,Northbeam General,810,Darwin NT,T-W,Home,611722,,5667.22,2023-07-14,2024-07-13
POL-002574,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,561142,,3506.7,2024-08-29,2025-08-29
POL-002575,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,SME,990772,Shutters Installed,5872.66,2023-10-29,2024-10-28
POL-002576,Northbeam General,4740,Mackay QLD,Q-S,Strata,6620307,Roof Tie-Down,35002.63,2023-02-24,2024-02-24
POL-002577,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,356551,Shutters Installed,1929.9,2024-07-01,2025-07-01
POL-002578,Northbeam General,810,Darwin NT,T-W,Strata,10382875,,101937.25,2023-06-24,2024-06-23
POL-002579,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,346750,Roof Tie-Down,570.65,2025-07-04,2026-07-04
POL-002580,Outback Assurance Group,4825,Cloncurry QLD,B-F,SME,1211117,Roof Tie-Down,1764.47,2025-08-10,2026-08-10
POL-002581,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,Home,765171,Shutters Installed,4468.03,2024-12-04,2025-12-04
POL-002582,Northbeam General,4737,Bowen QLD,Q-S,Home,492880,Elevated Slab,2927.25,2024-07-06,2025-07-06
POL-002583,Northbeam General,800,Darwin NT,T-W,SME,1735641,Roof Tie-Down,13758.61,2023-12-13,2024-12-12
POL-002584,Pacific Rim Insurance,4802,Townsville QLD,T-W,SME,496127,,4706.44,2024-12-20,2025-12-20
POL-002585,Southern Cross Insurance,4825,Cloncurry QLD,B-F,SME,899101,Elevated Slab,1362.85,2024-12-17,2025-12-17
POL-002586,Northbeam General,4655,Hervey Bay QLD,L-P,SME,2099048,,8848.23,2025-04-06,2026-04-06
POL-002587,Northbeam General,4870,Cairns QLD,T-W,Home,816881,Roof Tie-Down,6126.17,2024-11-05,2025-11-05
POL-002588,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,416951,Shutters Installed,2113.0,2024-02-07,2025-02-06
POL-002589,Coral Coast Mutual,4870,Cairns QLD,T-W,SME,2276038,,23512.41,2024-12-04,2025-12-04
POL-002590,Northbeam General,4655,Hervey Bay QLD,L-P,Home,798234,,3454.03,2025-08-17,2026-08-17
POL-002591,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Strata,11527227,Roof Tie-Down,17276.62,2024-04-12,2025-04-12
POL-002592,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,531560,,3272.17,2024-09-30,2025-09-30
POL-002593,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,266951,,524.05,2023-05-10,2024-05-09
POL-002594,Outback Assurance Group,6714,Karratha WA,T-W,SME,1363847,,13377.15,2024-07-09,2025-07-09
POL-002595,Pacific Rim Insurance,4810,Townsville QLD,T-W,SME,1624181,Shutters Installed,13504.45,2023-11-02,2024-11-01
POL-002596,Southern Cross Insurance,6714,Karratha WA,T-W,SME,2721718,,26526.08,2024-10-24,2025-10-24
POL-002597,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,782188,,7368.2,2025-04-09,2026-04-09
POL-002598,Outback Assurance Group,4737,Bowen QLD,Q-S,Home,496709,,3483.8,2024-02-16,2025-02-15
POL-002599,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,445833,,1695.07,2024-09-22,2025-09-22
POL-002600,Outback Assurance Group,6000,Perth WA,B-F,Home,893851,Roof Tie-Down,1248.2,2024-10-04,2025-10-04
POL-002601,Pacific Rim Insurance,850,Alice Springs NT,B-F,Home,818303,,1369.81,2024-09-30,2025-09-30
POL-002602,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,411391,,4171.66,2023-05-13,2024-05-12
POL-002603,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,290034,,1288.92,2024-06-28,2025-06-28
POL-002604,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,499017,,2040.83,2024-12-13,2025-12-13
POL-002605,Coral Coast Mutual,4870,Cairns QLD,T-W,SME,2036426,,18885.38,2024-09-26,2025-09-26
POL-002606,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,380889,Roof Tie-Down,1964.64,2025-07-10,2026-07-10
POL-002607,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,SME,1970889,Shutters Installed,10384.61,2023-07-06,2024-07-05
POL-002608,Pacific Rim Insurance,4655,Hervey Bay QLD,L-P,Home,397172,Elevated Slab,1376.22,2025-04-14,2026-04-14
POL-002609,Pacific Rim Insurance,6721,Port Hedland WA,T-W,Home,389563,Shutters Installed,3261.19,2025-01-27,2026-01-27
POL-002610,Pacific Rim Insurance,6000,Perth WA,B-F,SME,1331962,,2573.17,2023-07-19,2024-07-18
POL-002611,Coral Coast Mutual,4802,Townsville QLD,T-W,Strata,4758535,Shutters Installed,36586.36,2024-12-01,2025-12-01
POL-002612,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,756779,Shutters Installed,3911.85,2025-08-25,2026-08-25
POL-002613,Northbeam General,4655,Hervey Bay QLD,L-P,Home,673259,,3079.95,2023-08-15,2024-08-14
POL-002614,Pacific Rim Insurance,6714,Karratha WA,T-W,Home,638027,,5579.05,2025-05-31,2026-05-31
POL-002615,Outback Assurance Group,800,Darwin NT,T-W,Home,633573,Elevated Slab,4630.75,2024-10-23,2025-10-23
POL-002616,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,835823,Elevated Slab,2879.08,2024-09-16,2025-09-16
POL-002617,Coral Coast Mutual,850,Alice Springs NT,B-F,SME,1497678,Shutters Installed,2165.05,2023-07-18,2024-07-17
POL-002618,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,787196,,7963.45,2023-03-18,2024-03-17
POL-002619,Coral Coast Mutual,850,Alice Springs NT,B-F,Home,458821,Roof Tie-Down,705.02,2024-12-22,2025-12-22
POL-002620,Outback Assurance Group,4802,Townsville QLD,T-W,Home,340188,,3450.62,2023-08-04,2024-08-03
POL-002621,Northbeam General,6721,Port Hedland WA,T-W,Home,362745,Shutters Installed,2827.68,2023-12-02,2024-12-01
POL-002622,Outback Assurance Group,800,Darwin NT,T-W,Home,899466,Roof Tie-Down,7824.05,2025-04-17,2026-04-17
POL-002623,Outback Assurance Group,850,Alice Springs NT,B-F,SME,808432,,1378.97,2024-03-12,2025-03-12
POL-002624,Southern Cross Insurance,6714,Karratha WA,T-W,Home,528663,,5477.05,2023-06-03,2024-06-02
POL-002625,Outback Assurance Group,6721,Port Hedland WA,T-W,Strata,2590426,,25969.11,2023-07-01,2024-06-30
POL-002626,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,377940,,1649.6,2024-06-20,2025-06-20
POL-002627,Coral Coast Mutual,4825,Cloncurry QLD,B-F,Home,388028,,734.46,2023-01-07,2024-01-07
POL-002628,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,802372,,3408.92,2025-02-24,2026-02-24
POL-002629,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,596966,Roof Tie-Down,2155.64,2025-07-23,2026-07-23
POL-002630,Outback Assurance Group,4879,Innisfail QLD,T-W,Home,861914,Shutters Installed,6968.92,2025-03-22,2026-03-22
POL-002631,Coral Coast Mutual,4825,Cloncurry QLD,B-F,Home,425730,Shutters Installed,604.24,2024-12-24,2025-12-24
POL-002632,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,Home,543196,,2300.29,2023-12-14,2024-12-13
POL-002633,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Strata,7323868,,73578.91,2025-05-11,2026-05-11
POL-002634,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,894226,Roof Tie-Down,7813.69,2025-09-17,2026-09-17
POL-002635,Northbeam General,4879,Innisfail QLD,T-W,Strata,2104984,Roof Tie-Down,18298.04,2023-02-13,2024-02-13
POL-002636,Northbeam General,6721,Port Hedland WA,T-W,Home,493363,Shutters Installed,3643.48,2023-08-31,2024-08-30
POL-002637,Coral Coast Mutual,800,Darwin NT,T-W,SME,690424,,6176.43,2023-11-28,2024-11-27
POL-002638,Southern Cross Insurance,850,Alice Springs NT,B-F,Home,696360,Shutters Installed,1077.27,2023-07-06,2024-07-05
POL-002639,Pacific Rim Insurance,6721,Port Hedland WA,T-W,Home,800284,,7780.46,2024-01-31,2025-01-30
POL-002640,Northbeam General,4810,Townsville QLD,T-W,Strata,10381636,,107760.15,2024-12-07,2025-12-07
POL-002641,Outback Assurance Group,4879,Innisfail QLD,T-W,Home,712488,,7065.59,2023-10-27,2024-10-26
POL-002642,Northbeam General,810,Darwin NT,T-W,SME,2561383,Roof Tie-Down,22688.57,2024-12-21,2025-12-21
POL-002643,Northbeam General,4680,Gladstone QLD,L-P,Home,322973,,1363.49,2025-04-04,2026-04-04
POL-002644,Northbeam General,4825,Cloncurry QLD,B-F,SME,960886,Roof Tie-Down,1379.13,2023-03-06,2024-03-05
POL-002645,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Home,257428,,1715.75,2024-10-01,2025-10-01
POL-002646,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,344215,Roof Tie-Down,1909.24,2024-03-01,2025-03-01
POL-002647,Northbeam General,850,Alice Springs NT,B-F,Home,735685,,1283.18,2024-06-29,2025-06-29
POL-002648,Coral Coast Mutual,850,Alice Springs NT,B-F,Home,728179,,1226.03,2023-07-05,2024-07-04
POL-002649,Outback Assurance Group,850,Alice Springs NT,B-F,Home,630829,Shutters Installed,977.14,2023-09-30,2024-09-29
POL-002650,Southern Cross Insurance,810,Darwin NT,T-W,Home,284281,,2606.38,2024-09-25,2025-09-25
POL-002651,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,SME,2302424,,9442.76,2024-11-04,2025-11-04
POL-002652,Outback Assurance Group,4350,Toowoomba QLD,B-F,SME,2704241,Elevated Slab,4442.86,2025-01-05,2026-01-05
POL-002653,Outback Assurance Group,800,Darwin NT,T-W,Home,729374,Roof Tie-Down,6110.54,2023-07-23,2024-07-22
POL-002654,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Strata,5123052,,36341.39,2025-08-06,2026-08-06
POL-002655,Outback Assurance Group,6714,Karratha WA,T-W,Home,844411,Roof Tie-Down,7377.26,2023-08-08,2024-08-07
POL-002656,Southern Cross Insurance,4700,Rockhampton QLD,Q-S,Strata,7485389,,50185.2,2024-08-22,2025-08-22
POL-002657,Coral Coast Mutual,6721,Port Hedland WA,T-W,Home,497940,,5105.75,2023-11-29,2024-11-28
POL-002658,Coral Coast Mutual,4350,Toowoomba QLD,B-F,SME,2665610,,4513.27,2024-07-23,2025-07-23
POL-002659,Outback Assurance Group,6000,Perth WA,B-F,Home,735519,,1386.72,2025-06-22,2026-06-22
POL-002660,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,509140,Elevated Slab,847.83,2024-08-07,2025-08-07
POL-002661,Southern Cross Insurance,6000,Perth WA,B-F,SME,2489255,,4580.32,2025-01-12,2026-01-12
POL-002662,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,SME,2842199,,18248.15,2023-07-11,2024-07-10
POL-002663,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,Home,597193,Roof Tie-Down,3132.2,2025-07-11,2026-07-11
POL-002664,Coral Coast Mutual,4737,Bowen QLD,Q-S,SME,871914,,5343.53,2024-12-25,2025-12-25
POL-002665,Southern Cross Insurance,810,Darwin NT,T-W,Home,794153,,7156.71,2023-06-02,2024-06-01
POL-002666,Southern Cross Insurance,800,Darwin NT,T-W,Home,306927,Elevated Slab,2502.22,2023-06-27,2024-06-26
POL-002667,Outback Assurance Group,4740,Mackay QLD,Q-S,Home,886045,,6117.33,2024-12-03,2025-12-03
POL-002668,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,709664,,2890.76,2023-08-04,2024-08-03
POL-002669,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Home,810977,Shutters Installed,2834.01,2023-03-04,2024-03-03
POL-002670,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Home,497765,,3508.9,2024-10-22,2025-10-22
POL-002671,Northbeam General,4802,Townsville QLD,T-W,SME,859195,,8097.4,2023-12-22,2024-12-21
POL-002672,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,SME,792457,,4659.4,2023-06-02,2024-06-01
POL-002673,Southern Cross Insurance,4700,Rockhampton QLD,Q-S,SME,2861551,,19527.4,2024-11-10,2025-11-10
POL-002674,Northbeam General,4825,Mount Isa QLD,B-F,Home,786221,,1328.26,2024-09-18,2025-09-18
POL-002675,Outback Assurance Group,4870,Cairns QLD,T-W,Home,336662,,3013.06,2024-08-30,2025-08-30
POL-002676,Northbeam General,4825,Mount Isa QLD,B-F,Home,667143,Roof Tie-Down,928.54,2023-06-04,2024-06-03
POL-002677,Northbeam General,800,Darwin NT,T-W,Home,732706,Roof Tie-Down,5810.23,2025-02-09,2026-02-09
POL-002678,Outback Assurance Group,4740,Mackay QLD,Q-S,Home,343571,,2061.67,2024-01-27,2025-01-26
POL-002679,Outback Assurance Group,800,Darwin NT,T-W,Home,376832,Roof Tie-Down,3114.43,2023-02-02,2024-02-02
POL-002680,Northbeam General,810,Darwin NT,T-W,SME,2619437,,26178.41,2025-08-12,2026-08-12
POL-002681,Northbeam General,4703,Rockhampton QLD,Q-S,Strata,5591821,,32981.29,2024-08-08,2025-08-08
POL-002682,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,264060,Shutters Installed,2200.66,2024-04-11,2025-04-11
POL-002683,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,545745,,2143.66,2023-04-03,2024-04-02
POL-002684,Southern Cross Insurance,4870,Cairns QLD,T-W,SME,2601239,,22935.54,2023-12-12,2024-12-11
POL-002685,Northbeam General,4802,Townsville QLD,T-W,SME,1029682,,9970.43,2024-01-20,2025-01-19
POL-002686,Outback Assurance Group,4870,Cairns QLD,T-W,SME,1938165,,20233.82,2023-12-25,2024-12-24
POL-002687,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,SME,405184,,773.87,2023-08-08,2024-08-07
POL-002688,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,861800,,8181.46,2023-01-18,2024-01-18
POL-002689,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Strata,6621484,Roof Tie-Down,9504.29,2025-08-15,2026-08-15
POL-002690,Northbeam General,4825,Cloncurry QLD,B-F,Home,571855,Elevated Slab,920.89,2023-05-14,2024-05-13
POL-002691,Southern Cross Insurance,4870,Cairns QLD,T-W,Home,413756,Roof Tie-Down,3024.11,2024-05-08,2025-05-08
POL-002692,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,752593,,6764.71,2024-05-21,2025-05-21
POL-002693,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,714639,,4848.46,2025-09-14,2026-09-14
POL-002694,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,682371,,6130.14,2023-05-10,2024-05-09
POL-002695,Northbeam General,4720,Charters Towers QLD,L-P,SME,1836089,,7433.09,2025-09-02,2026-09-02
POL-002696,Southern Cross Insurance,4870,Cairns QLD,T-W,Home,549322,,4730.5,2023-03-02,2024-03-01
POL-002697,Outback Assurance Group,4870,Cairns QLD,T-W,Home,675239,,7000.55,2024-07-31,2025-07-31
POL-002698,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,318034,,1301.25,2024-08-27,2025-08-27
POL-002699,Southern Cross Insurance,4680,Gladstone QLD,L-P,Home,508051,,2027.67,2025-05-11,2026-05-11
POL-002700,Pacific Rim Insurance,810,Darwin NT,T-W,SME,2221103,Shutters Installed,16151.67,2023-02-15,2024-02-15
POL-002701,Southern Cross Insurance,4740,Mackay QLD,Q-S,SME,2556639,,15363.94,2023-08-01,2024-07-31
POL-002702,Southern Cross Insurance,4879,Innisfail QLD,T-W,Home,668002,Roof Tie-Down,5152.64,2025-08-23,2026-08-23
POL-002703,Coral Coast Mutual,850,Alice Springs NT,B-F,Home,820816,,1333.6,2023-04-10,2024-04-09
POL-002704,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,363436,,2586.38,2024-12-22,2025-12-22
POL-002705,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,678434,,4368.34,2023-09-10,2024-09-09
POL-002706,Coral Coast Mutual,4737,Bowen QLD,Q-S,SME,600480,Shutters Installed,3525.34,2023-10-22,2024-10-21
POL-002707,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Strata,5346962,,23809.29,2023-06-29,2024-06-28
POL-002708,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,440553,,2777.08,2025-05-30,2026-05-30
POL-002709,Northbeam General,4680,Gladstone QLD,L-P,Home,875119,,3494.49,2023-01-31,2024-01-31
POL-002710,Outback Assurance Group,800,Darwin NT,T-W,Home,460098,Shutters Installed,3794.77,2023-06-10,2024-06-09
POL-002711,Coral Coast Mutual,6000,Perth WA,B-F,SME,2232109,,4277.5,2023-03-22,2024-03-21
POL-002712,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,394936,Shutters Installed,3316.34,2024-05-01,2025-05-01
POL-002713,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,684953,Shutters Installed,3728.03,2023-11-15,2024-11-14
POL-002714,Outback Assurance Group,4802,Townsville QLD,T-W,Home,372137,Roof Tie-Down,2734.9,2024-08-25,2025-08-25
POL-002715,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,270602,Shutters Installed,1569.54,2023-09-26,2024-09-25
POL-002716,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,321245,,615.31,2024-07-30,2025-07-30
POL-002717,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,318974,Shutters Installed,2481.27,2023-06-26,2024-06-25
POL-002718,Pacific Rim Insurance,6000,Perth WA,B-F,Home,868288,,1499.66,2025-04-30,2026-04-30
POL-002719,Northbeam General,850,Alice Springs NT,B-F,Strata,12168823,Elevated Slab,18726.99,2024-05-19,2025-05-19
POL-002720,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,376120,,719.49,2024-01-27,2025-01-26
POL-002721,Northbeam General,4825,Cloncurry QLD,B-F,SME,2002240,Roof Tie-Down,3342.48,2023-06-02,2024-06-01
POL-002722,Northbeam General,850,Alice Springs NT,B-F,Home,753203,Roof Tie-Down,1168.77,2023-09-12,2024-09-11
POL-002723,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,SME,1284727,Elevated Slab,7434.52,2025-09-17,2026-09-17
POL-002724,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,369473,,3857.95,2024-04-01,2025-04-01
POL-002725,Northbeam General,4825,Mount Isa QLD,B-F,SME,1092658,,2117.61,2025-05-18,2026-05-18
POL-002726,Northbeam General,4870,Cairns QLD,T-W,Home,733122,Roof Tie-Down,6298.62,2024-07-07,2025-07-07
POL-002727,Southern Cross Insurance,800,Darwin NT,T-W,Home,416050,Roof Tie-Down,3467.62,2024-11-06,2025-11-06
POL-002728,Southern Cross Insurance,6000,Perth WA,B-F,Home,822257,,1611.41,2025-03-29,2026-03-29
POL-002729,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Home,895093,,1634.23,2024-09-01,2025-09-01
POL-002730,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,367395,Roof Tie-Down,2719.59,2024-03-31,2025-03-31
POL-002731,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,553842,,1082.21,2024-06-04,2025-06-04
POL-002732,Northbeam General,4825,Mount Isa QLD,B-F,Strata,6362675,,11004.13,2023-05-22,2024-05-21
POL-002733,Northbeam General,800,Darwin NT,T-W,Home,623346,,5947.78,2025-01-25,2026-01-25
POL-002734,Pacific Rim Insurance,4802,Townsville QLD,T-W,Strata,8271311,,77597.87,2023-01-12,2024-01-12
POL-002735,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,816330,Roof Tie-Down,4101.44,2024-04-30,2025-04-30
POL-002736,Pacific Rim Insurance,850,Alice Springs NT,B-F,SME,1154261,,2219.83,2024-01-25,2025-01-24
POL-002737,Outback Assurance Group,4825,Mount Isa QLD,B-F,Home,338114,Elevated Slab,562.23,2024-06-07,2025-06-07
POL-002738,Northbeam General,4802,Townsville QLD,T-W,Home,694045,Roof Tie-Down,5671.32,2024-05-31,2025-05-31
POL-002739,Coral Coast Mutual,4737,Bowen QLD,Q-S,SME,2401252,Elevated Slab,13703.62,2023-02-21,2024-02-21
POL-002740,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,373641,Shutters Installed,1964.72,2025-03-20,2026-03-20
POL-002741,Northbeam General,4802,Townsville QLD,T-W,Home,296159,Elevated Slab,2388.78,2024-07-19,2025-07-19
POL-002742,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,830084,,5458.34,2023-12-08,2024-12-07
