policy_id,insurer_name,postcode,region_name,wind_risk_band,building_type,sum_insured,mitigation_flag,annual_premium,policy_start_date,policy_end_date
POL-000445,Pacific Rim Insurance,6721,Port Hedland WA,T-W,SME,1665209,,14887.55,2024-09-13,2025-09-13
POL-000446,Northbeam General,4703,Rockhampton QLD,Q-S,SME,628879,Shutters Installed,3671.77,2025-03-23,2026-03-23
POL-000447,Southern Cross Insurance,850,Alice Springs NT,B-F,Home,872780,Shutters Installed,1220.78,2025-06-29,2026-06-29
POL-000448,Northbeam General,4680,Gladstone QLD,L-P,Strata,11535840,Roof Tie-Down,40531.13,2024-07-13,2025-07-13
POL-000449,Coral Coast Mutual,850,Alice Springs NT,B-F,Strata,2280001,,4175.71,2023-01-15,2024-01-15
POL-000450,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,667307,Roof Tie-Down,3691.75,2024-10-05,2025-10-05
POL-000451,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,812628,Elevated Slab,6611.39,2023-06-06,2024-06-05
POL-000452,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,463068,,912.59,2023-06-09,2024-06-08
POL-000453,Northbeam General,6714,Karratha WA,T-W,Home,319326,,2918.42,2024-03-23,2025-03-23
POL-000454,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,371620,,2393.0,2024-09-15,2025-09-15
POL-000455,Northbeam General,6721,Port Hedland WA,T-W,SME,1136712,,9976.85,2024-12-25,2025-12-25
POL-000456,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,798410,,7611.02,2025-04-22,2026-04-22
POL-000457,Southern Cross Insurance,4700,Rockhampton QLD,Q-S,Home,531819,,3617.87,2023-05-01,2024-04-30
POL-000458,Pacific Rim Insurance,6714,Karratha WA,T-W,SME,667898,Shutters Installed,5137.58,2025-09-25,2026-09-25
POL-000459,Northbeam General,4825,Mount Isa QLD,B-F,Home,308132,,554.59,2024-08-03,2025-08-03
POL-000460,Northbeam General,4680,Gladstone QLD,L-P,Home,851790,,3702.1,2023-04-29,2024-04-28
POL-000461,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,262884,,1047.7,2024-04-28,2025-04-28
POL-000462,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Strata,2593302,Roof Tie-Down,9355.97,2025-07-24,2026-07-24
POL-000463,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Home,585476,Elevated Slab,854.8,2023-03-21,2024-03-20
POL-000464,Pacific Rim Insurance,4680,Gladstone QLD,L-P,Home,305230,,1199.75,2025-04-03,2026-04-03
POL-000465,Coral Coast Mutual,4740,Mackay QLD,Q-S,Strata,9802985,Roof Tie-Down,58126.46,2025-03-03,2026-03-03
POL-000466,Coral Coast Mutual,6714,Karratha WA,T-W,Home,636839,,5687.78,2024-07-31,2025-07-31
POL-000467,Northbeam General,4810,Townsville QLD,T-W,Home,767326,Elevated Slab,6813.03,2025-03-05,2026-03-05
POL-000468,Northbeam General,4825,Cloncurry QLD,B-F,SME,426750,Shutters Installed,709.39,2023-01-25,2024-01-25
POL-000469,Outback Assurance Group,4825,Cloncurry QLD,B-F,Home,260060,,510.33,2023-01-02,2024-01-02
POL-000470,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,499736,,4671.36,2025-09-11,2026-09-11
POL-000471,Outback Assurance Group,810,Darwin NT,T-W,SME,1370866,Roof Tie-Down,11949.32,2024-06-16,2025-06-16
POL-000472,Outback Assurance Group,4680,Gladstone QLD,L-P,Home,858982,,3315.92,2023-05-17,2024-05-16
POL-000473,Coral Coast Mutual,4825,Mount Isa QLD,B-F,Home,387057,Roof Tie-Down,561.02,2023-09-25,2024-09-24
POL-000474,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,SME,1734030,,7214.11,2023-08-28,2024-08-27
POL-000475,Outback Assurance Group,4703,Rockhampton QLD,Q-S,Home,364266,,2204.55,2023-06-18,2024-06-17
POL-000476,Outback Assurance Group,4737,Bowen QLD,Q-S,Home,625691,Roof Tie-Down,3778.19,2023-08-01,2024-07-31
POL-000477,Coral Coast Mutual,6721,Port Hedland WA,T-W,Home,344813,,3051.41,2024-12-03,2025-12-03
POL-000478,Northbeam General,4810,Townsville QLD,T-W,Home,593716,,5243.59,2024-12-29,2025-12-29
POL-000479,Southern Cross Insurance,4680,Gladstone QLD,L-P,Home,563357,Roof Tie-Down,1914.71,2023-06-28,2024-06-27
POL-000480,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,SME,2707374,,10802.09,2024-04-18,2025-04-18
POL-000481,Outback Assurance Group,810,Darwin NT,T-W,Home,483086,Roof Tie-Down,3612.81,2025-04-23,2026-04-23
POL-000482,Southern Cross Insurance,4680,Gladstone QLD,L-P,SME,752486,,3212.48,2023-09-23,2024-09-22
POL-000483,Southern Cross Insurance,4870,Cairns QLD,T-W,Strata,12837861,Roof Tie-Down,102492.88,2023-05-12,2024-05-11
POL-000484,Outback Assurance Group,6714,Karratha WA,T-W,Home,303097,,2688.22,2024-08-10,2025-08-10
POL-000485,Northbeam General,4655,Hervey Bay QLD,L-P,Home,697389,Elevated Slab,2326.76,2023-08-08,2024-08-07
POL-000486,Northbeam General,6000,Perth WA,B-F,Home,286332,,527.16,2024-09-23,2025-09-23
POL-000487,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,752300,,6519.33,2023-10-14,2024-10-13
POL-000488,Pacific Rim Insurance,810,Darwin NT,T-W,Home,801356,,7230.94,2025-04-01,2026-04-01
POL-000489,Outback Assurance Group,4870,Cairns QLD,T-W,Strata,8024901,,75926.8,2025-03-11,2026-03-11
POL-000490,Coral Coast Mutual,4680,Gladstone QLD,L-P,Strata,8515956,,34124.85,2023-01-27,2024-01-27
POL-000491,Pacific Rim Insurance,4810,Townsville QLD,T-W,Home,544579,,4716.77,2024-04-28,2025-04-28
POL-000492,Northbeam General,4680,Gladstone QLD,L-P,SME,1069514,,4132.72,2024-11-03,2025-11-03
POL-000493,Northbeam General,6000,Perth WA,B-F,Home,308624,,584.86,2025-08-28,2026-08-28
POL-000494,Northbeam General,4802,Townsville QLD,T-W,SME,1888158,,19498.8,2025-05-15,2026-05-15
POL-000495,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,626211,Shutters Installed,3746.27,2023-01-29,2024-01-29
POL-000496,Outback Assurance Group,4802,Townsville QLD,T-W,Home,447377,,4536.28,2025-04-09,2026-04-09
POL-000497,Northbeam General,4825,Cloncurry QLD,B-F,Home,344641,,565.29,2024-09-08,2025-09-08
POL-000498,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,893966,Roof Tie-Down,6787.76,2023-05-14,2024-05-13
POL-000499,Pacific Rim Insurance,4700,Rockhampton QLD,Q-S,Strata,7428919,,44034.34,2023-06-01,2024-05-31
POL-000500,Outback Assurance Group,810,Darwin NT,T-W,SME,1930458,,20028.62,2024-01-18,2025-01-17
POL-000501,Outback Assurance Group,4802,Townsville QLD,T-W,Home,393079,Shutters Installed,3476.2,2025-01-19,2026-01-19
POL-000502,Pacific Rim Insurance,850,Alice Springs NT,B-F,Home,839275,Roof Tie-Down,1333.8,2025-08-09,2026-08-09
POL-000503,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,433869,,1777.93,2025-01-21,2026-01-21
POL-000504,Pacific Rim Insurance,810,Darwin NT,T-W,Home,850660,Roof Tie-Down,6720.16,2025-02-28,2026-02-28
POL-000505,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,891079,Shutters Installed,4648.39,2024-08-02,2025-08-02
POL-000506,Northbeam General,850,Alice Springs NT,B-F,Home,499556,,871.65,2023-11-24,2024-11-23
POL-000507,Northbeam General,4825,Mount Isa QLD,B-F,SME,1808235,,3220.08,2023-09-29,2024-09-28
POL-000508,Outback Assurance Group,4350,Toowoomba QLD,B-F,SME,853129,Elevated Slab,1362.83,2023-02-19,2024-02-19
POL-000509,Coral Coast Mutual,4737,Bowen QLD,Q-S,SME,2136522,,13868.18,2024-01-23,2025-01-22
POL-000510,Northbeam General,4825,Cloncurry QLD,B-F,Home,856135,,1587.57,2024-12-04,2025-12-04
POL-000511,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,285035,,1776.73,2023-11-23,2024-11-22
POL-000512,Pacific Rim Insurance,800,Darwin NT,T-W,Home,643696,Roof Tie-Down,4845.33,2023-03-18,2024-03-17
POL-000513,Northbeam General,4825,Mount Isa QLD,B-F,Home,756186,,1416.81,2024-03-17,2025-03-17
POL-000514,Northbeam General,4810,Townsville QLD,T-W,SME,824706,Roof Tie-Down,6434.54,2025-09-24,2026-09-24
POL-000515,Coral Coast Mutual,4879,Innisfail QLD,T-W,SME,2665450,,24132.99,2023-10-16,2024-10-15
POL-000516,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,826363,Elevated Slab,1350.27,2023-06-07,2024-06-06
POL-000517,Southern Cross Insurance,4680,Gladstone QLD,L-P,Home,879371,Roof Tie-Down,3127.0,2023-04-10,2024-04-09
POL-000518,Coral Coast Mutual,4703,Rockhampton QLD,Q-S,Home,335916,Shutters Installed,1846.13,2023-04-29,2024-04-28
POL-000519,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,527877,,2035.79,2024-07-11,2025-07-11
POL-000520,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,445646,Elevated Slab,2435.49,2023-09-27,2024-09-26
POL-000521,Southern Cross Insurance,4737,Bowen QLD,Q-S,Home,841655,,4991.12,2025-02-09,2026-02-09
POL-000522,Northbeam General,4825,Mount Isa QLD,B-F,SME,2136385,,4207.51,2024-08-26,2025-08-26
POL-000523,Outback Assurance Group,4825,Cloncurry QLD,B-F,Home,797967,Elevated Slab,1201.02,2024-07-02,2025-07-02
POL-000524,Southern Cross Insurance,4802,Townsville QLD,T-W,SME,731161,,6799.89,2025-05-24,2026-05-24
POL-000525,Northbeam General,4720,Charters Towers QLD,L-P,Home,849245,,3693.48,2024-09-27,2025-09-27
POL-000526,Northbeam General,800,Darwin NT,T-W,Strata,4804559,Elevated Slab,42460.51,2025-04-07,2026-04-07
POL-000527,Northbeam General,810,Darwin NT,T-W,Home,706542,Roof Tie-Down,5365.2,2025-04-22,2026-04-22
POL-000528,Outback Assurance Group,4810,Townsville QLD,T-W,Home,320267,,2791.24,2024-07-23,2025-07-23
POL-000529,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,Home,730412,Shutters Installed,1210.77,2023-01-13,2024-01-13
POL-000530,Pacific Rim Insurance,4802,Townsville QLD,T-W,Home,684574,Elevated Slab,5140.58,2024-08-03,2025-08-03
POL-000531,Coral Coast Mutual,4802,Townsville QLD,T-W,SME,843064,,8109.52,2023-04-14,2024-04-13
POL-000532,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,SME,1507869,,2650.68,2024-05-12,2025-05-12
POL-000533,Outback Assurance Group,4810,Townsville QLD,T-W,Home,672548,Roof Tie-Down,5043.99,2024-09-15,2025-09-15
POL-000534,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,499119,,2951.83,2024-05-01,2025-05-01
POL-000535,Outback Assurance Group,4680,Gladstone QLD,L-P,Home,567776,,2294.49,2025-05-13,2026-05-13
POL-000536,Coral Coast Mutual,800,Darwin NT,T-W,Strata,7041225,Shutters Installed,62250.52,2024-03-29,2025-03-29
POL-000537,Outback Assurance Group,6000,Perth WA,B-F,SME,774496,,1307.08,2023-08-05,2024-08-04
POL-000538,Southern Cross Insurance,850,Alice Springs NT,B-F,SME,635744,,1147.83,2023-06-12,2024-06-11
POL-000539,Northbeam General,6721,Port Hedland WA,T-W,SME,2599015,Elevated Slab,22579.26,2023-01-30,2024-01-30
POL-000540,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,SME,641707,Shutters Installed,3367.8,2024-04-12,2025-04-12
POL-000541,Southern Cross Insurance,4680,Gladstone QLD,L-P,SME,2347073,Shutters Installed,8387.64,2024-10-12,2025-10-12
POL-000542,Outback Assurance Group,4870,Cairns QLD,T-W,Home,717773,,6379.14,2025-06-10,2026-06-10
POL-000543,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,521224,Shutters Installed,4418.45,2024-12-06,2025-12-06
POL-000544,Northbeam General,6721,Port Hedland WA,T-W,Home,850056,Roof Tie-Down,7248.36,2023-08-08,2024-08-07
POL-000545,Southern Cross Insurance,4350,Toowoomba QLD,B-F,SME,2117597,Shutters Installed,3248.53,2025-06-04,2026-06-04
POL-000546,Coral Coast Mutual,850,Alice Springs NT,B-F,Strata,12085488,,23062.87,2023-08-18,2024-08-17
POL-000547,Coral Coast Mutual,4810,Townsville QLD,T-W,SME,1555021,Shutters Installed,12365.45,2024-01-21,2025-01-20
POL-000548,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,795928,,5509.1,2024-02-11,2025-02-10
POL-000549,Pacific Rim Insurance,800,Darwin NT,T-W,Home,642408,,6177.89,2024-08-31,2025-08-31
POL-000550,Coral Coast Mutual,6721,Port Hedland WA,T-W,Home,316938,Roof Tie-Down,2475.48,2023-10-11,2024-10-10
POL-000551,Northbeam General,6000,Perth WA,B-F,Home,563305,,950.75,2024-06-13,2025-06-13
POL-000552,Northbeam General,4740,Mackay QLD,Q-S,SME,2916722,,18595.06,2023-11-24,2024-11-23
POL-000553,Outback Assurance Group,4870,Cairns QLD,T-W,SME,1488112,,15287.57,2024-02-19,2025-02-18
POL-000554,Northbeam General,4740,Mackay QLD,Q-S,Home,449140,,2827.84,2024-12-31,2025-12-31
POL-000555,Northbeam General,4825,Cloncurry QLD,B-F,Home,625911,,1128.29,2025-05-15,2026-05-15
POL-000556,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,Home,384159,Roof Tie-Down,616.08,2025-01-12,2026-01-12
POL-000557,Northbeam General,4700,Rockhampton QLD,Q-S,Strata,12979591,,77437.41,2023-12-30,2024-12-29
POL-000558,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,639737,,5786.46,2023-10-29,2024-10-28
POL-000559,Southern Cross Insurance,800,Darwin NT,T-W,Home,861922,,8319.78,2024-09-27,2025-09-27
POL-000560,Southern Cross Insurance,850,Alice Springs NT,B-F,SME,2000836,,3623.0,2024-02-28,2025-02-27
POL-000561,Outback Assurance Group,810,Darwin NT,T-W,Home,679068,Shutters Installed,6017.77,2025-07-03,2026-07-03
POL-000562,Northbeam General,810,Darwin NT,T-W,Home,334736,,3172.09,2024-10-08,2025-10-08
POL-000563,Northbeam General,6714,Karratha WA,T-W,Home,536814,Roof Tie-Down,4082.82,2025-03-03,2026-03-03
POL-000564,Outback Assurance Group,4802,Townsville QLD,T-W,SME,769272,,6766.42,2024-03-20,2025-03-20
POL-000565,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,Home,254895,,971.58,2023-07-24,2024-07-23
POL-000566,Southern Cross Insurance,4870,Cairns QLD,T-W,SME,2627317,,23414.9,2024-11-23,2025-11-23
POL-000567,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Home,577252,,961.94,2024-01-28,2025-01-27
POL-000568,Outback Assurance Group,4802,Townsville QLD,T-W,Home,297939,Roof Tie-Down,2308.76,2023-10-25,2024-10-24
POL-000569,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,390288,Shutters Installed,1349.5,2025-07-12,2026-07-12
POL-000570,Northbeam General,4680,Gladstone QLD,L-P,SME,2091947,Roof Tie-Down,6749.99,2023-08-18,2024-08-17
POL-000571,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,SME,1108773,,6663.85,2024-12-29,2025-12-29
POL-000572,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,SME,2642834,Shutters Installed,9667.27,2024-08-31,2025-08-31
POL-000573,Southern Cross Insurance,800,Darwin NT,T-W,SME,885657,Roof Tie-Down,7032.64,2024-01-25,2025-01-24
POL-000574,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,465477,,870.57,2024-10-07,2025-10-07
POL-000575,Northbeam General,6721,Port Hedland WA,T-W,Home,795583,Roof Tie-Down,6128.78,2024-09-12,2025-09-12
POL-000576,Southern Cross Insurance,4879,Innisfail QLD,T-W,SME,2990813,Roof Tie-Down,22304.41,2023-04-27,2024-04-26
POL-000577,Northbeam General,850,Alice Springs NT,B-F,Home,525769,Roof Tie-Down,857.76,2025-09-23,2026-09-23
POL-000578,Northbeam General,4680,Gladstone QLD,L-P,SME,565279,Shutters Installed,2037.48,2025-07-21,2026-07-21
POL-000579,Pacific Rim Insurance,850,Alice Springs NT,B-F,Home,343326,Roof Tie-Down,568.03,2025-05-05,2026-05-05
POL-000580,Southern Cross Insurance,850,Alice Springs NT,B-F,Home,786561,Roof Tie-Down,1101.16,2025-01-10,2026-01-10
POL-000581,Southern Cross Insurance,6000,Perth WA,B-F,Home,560401,,961.14,2023-02-21,2024-02-21
POL-000582,Outback Assurance Group,4700,Rockhampton QLD,Q-S,SME,1910849,,13169.71,2023-11-17,2024-11-16
POL-000583,Northbeam General,800,Darwin NT,T-W,Home,298118,,2554.39,2023-05-22,2024-05-21
POL-000584,Coral Coast Mutual,6714,Karratha WA,T-W,Home,531342,Elevated Slab,4615.36,2023-04-06,2024-04-05
POL-000585,Outback Assurance Group,6714,Karratha WA,T-W,Home,728715,Elevated Slab,5615.85,2024-01-30,2025-01-29
POL-000586,Southern Cross Insurance,4879,Innisfail QLD,T-W,Home,368548,,3243.88,2025-01-13,2026-01-13
POL-000587,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,756121,,5211.9,2024-11-25,2025-11-25
POL-000588,Northbeam General,4700,Rockhampton QLD,Q-S,Home,891055,,5246.05,2024-12-01,2025-12-01
POL-000589,Coral Coast Mutual,850,Alice Springs NT,B-F,Strata,8900204,Roof Tie-Down,13455.78,2023-03-06,2024-03-05
POL-000590,Pacific Rim Insurance,6714,Karratha WA,T-W,Home,800311,,8009.76,2024-08-13,2025-08-13
POL-000591,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,Strata,7675742,,13869.11,2024-12-05,2025-12-05
POL-000592,Outback Assurance Group,800,Darwin NT,T-W,Home,755339,,6954.35,2024-11-23,2025-11-23
POL-000593,Northbeam General,810,Darwin NT,T-W,SME,2970747,,25707.88,2024-10-20,2025-10-20
POL-000594,Coral Coast Mutual,4720,Charters Towers QLD,L-P,SME,1093754,,4203.17,2024-05-18,2025-05-18
POL-000595,Outback Assurance Group,4350,Toowoomba QLD,B-F,Home,781553,Shutters Installed,1129.46,2024-10-20,2025-10-20
POL-000596,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,SME,2263063,Roof Tie-Down,8565.92,2024-04-03,2025-04-03
POL-000597,Southern Cross Insurance,850,Alice Springs NT,B-F,Home,771533,Roof Tie-Down,1238.34,2023-01-19,2024-01-19
POL-000598,Pacific Rim Insurance,4655,Hervey Bay QLD,L-P,Home,250177,,1119.23,2025-03-21,2026-03-21
POL-000599,Outback Assurance Group,4810,Townsville QLD,T-W,Home,839648,,7508.99,2024-11-18,2025-11-18
POL-000600,Pacific Rim Insurance,6714,Karratha WA,T-W,Home,483746,Roof Tie-Down,4175.25,2023-12-06,2024-12-05
POL-000601,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,630941,,6252.77,2023-04-27,2024-04-26
POL-000602,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,556166,Elevated Slab,859.05,2024-01-18,2025-01-17
POL-000603,Northbeam General,4740,Mackay QLD,Q-S,SME,2116354,,12674.95,2024-09-17,2025-09-17
POL-000604,Northbeam General,4703,Rockhampton QLD,Q-S,Home,476061,,3067.81,2025-03-11,2026-03-11
POL-000605,Outback Assurance Group,6714,Karratha WA,T-W,Home,867413,Elevated Slab,6476.54,2025-07-02,2026-07-02
POL-000606,Pacific Rim Insurance,4737,Bowen QLD,Q-S,SME,964704,,6852.3,2023-01-05,2024-01-05
POL-000607,Northbeam General,4740,Mackay QLD,Q-S,Home,863543,Elevated Slab,4754.79,2024-06-04,2025-06-04
POL-000608,Pacific Rim Insurance,4802,Townsville QLD,T-W,Home,358584,,3329.84,2024-09-06,2025-09-06
POL-000609,Northbeam General,6714,Karratha WA,T-W,Home,888576,Elevated Slab,7772.1,2025-02-19,2026-02-19
POL-000610,Northbeam General,6000,Perth WA,B-F,Home,558463,Shutters Installed,846.39,2023-05-17,2024-05-16
POL-000611,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Home,787179,,7177.45,2024-12-19,2025-12-19
POL-000612,Coral Coast Mutual,6714,Karratha WA,T-W,SME,1311600,,11714.8,2024-10-01,2025-10-01
POL-000613,Northbeam General,4680,Gladstone QLD,L-P,Strata,13918474,Roof Tie-Down,51180.48,2025-09-08,2026-09-08
POL-000614,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,371011,,1639.52,2024-07-29,2025-07-29
POL-000615,Pacific Rim Insurance,4802,Townsville QLD,T-W,Home,687757,,6761.38,2025-07-04,2026-07-04
POL-000616,Outback Assurance Group,6721,Port Hedland WA,T-W,SME,453563,Elevated Slab,3679.17,2023-01-26,2024-01-26
POL-000617,Coral Coast Mutual,810,Darwin NT,T-W,Home,529947,Roof Tie-Down,4493.45,2023-06-14,2024-06-13
POL-000618,Southern Cross Insurance,6000,Perth WA,B-F,Home,559477,Roof Tie-Down,805.32,2024-07-08,2025-07-08
POL-000619,Pacific Rim Insurance,4680,Gladstone QLD,L-P,SME,2756716,Roof Tie-Down,10559.59,2025-01-30,2026-01-30
POL-000620,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,551610,,2406.16,2023-02-18,2024-02-18
POL-000621,Southern Cross Insurance,4655,Hervey Bay QLD,L-P,Home,577841,,2653.04,2023-02-25,2024-02-25
POL-000622,Coral Coast Mutual,6000,Perth WA,B-F,Home,714586,,1371.14,2025-07-22,2026-07-22
POL-000623,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,452897,,4125.41,2023-07-01,2024-06-30
POL-000624,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Strata,4002424,,25376.8,2024-03-14,2025-03-14
POL-000625,Northbeam General,4825,Cloncurry QLD,B-F,Home,517403,Roof Tie-Down,713.36,2024-04-22,2025-04-22
POL-000626,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,303325,Shutters Installed,1767.59,2024-10-02,2025-10-02
POL-000627,Coral Coast Mutual,6721,Port Hedland WA,T-W,Home,625479,,5434.46,2024-12-25,2025-12-25
POL-000628,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,321488,Roof Tie-Down,1213.42,2023-06-13,2024-06-12
POL-000629,Coral Coast Mutual,4825,Cloncurry QLD,B-F,Home,481942,Roof Tie-Down,793.91,2024-11-10,2025-11-10
POL-000630,Southern Cross Insurance,6714,Karratha WA,T-W,Home,898314,Shutters Installed,7298.13,2024-07-28,2025-07-28
POL-000631,Southern Cross Insurance,800,Darwin NT,T-W,SME,2974048,Elevated Slab,26026.05,2023-09-07,2024-09-06
POL-000632,Coral Coast Mutual,6714,Karratha WA,T-W,Home,368881,,3424.38,2024-07-07,2025-07-07
POL-000633,Outback Assurance Group,4870,Cairns QLD,T-W,Strata,8290752,,78987.55,2024-06-04,2025-06-04
POL-000634,Southern Cross Insurance,850,Alice Springs NT,B-F,Home,451863,,784.12,2023-03-26,2024-03-25
POL-000635,Northbeam General,4700,Rockhampton QLD,Q-S,Strata,10945709,,64136.71,2023-03-09,2024-03-08
POL-000636,Outback Assurance Group,4703,Rockhampton QLD,Q-S,SME,835900,Elevated Slab,4346.4,2025-04-28,2026-04-28
POL-000637,Southern Cross Insurance,4825,Mount Isa QLD,B-F,SME,2326130,Roof Tie-Down,3713.34,2023-02-08,2024-02-08
POL-000638,Northbeam General,4825,Mount Isa QLD,B-F,Home,835193,,1374.19,2025-04-21,2026-04-21
POL-000639,Outback Assurance Group,6000,Perth WA,B-F,Home,674094,,1197.12,2023-01-18,2024-01-18
POL-000640,Pacific Rim Insurance,800,Darwin NT,T-W,Home,898386,,7789.14,2025-02-02,2026-02-02
POL-000641,Coral Coast Mutual,4740,Mackay QLD,Q-S,SME,2509051,Roof Tie-Down,12770.52,2025-03-16,2026-03-16
POL-000642,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,708936,,6575.16,2025-04-21,2026-04-21
POL-000643,Pacific Rim Insurance,850,Alice Springs NT,B-F,Home,659985,Shutters Installed,1069.71,2025-05-19,2026-05-19
POL-000644,Coral Coast Mutual,6721,Port Hedland WA,T-W,Strata,13363024,Roof Tie-Down,116257.9,2025-09-15,2026-09-15
POL-000645,Pacific Rim Insurance,4870,Cairns QLD,T-W,Home,379221,,3272.44,2024-08-09,2025-08-09
POL-000646,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,Home,569491,,2253.16,2025-01-29,2026-01-29
POL-000647,Northbeam General,4703,Rockhampton QLD,Q-S,Home,787450,,4752.41,2023-07-08,2024-07-07
POL-000648,Southern Cross Insurance,4810,Townsville QLD,T-W,SME,1160670,Roof Tie-Down,9692.91,2024-08-03,2025-08-03
POL-000649,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,554771,,1032.88,2023-09-14,2024-09-13
POL-000650,Northbeam General,4703,Rockhampton QLD,Q-S,SME,1787689,,11287.97,2024-11-18,2025-11-18
POL-000651,Coral Coast Mutual,800,Darwin NT,T-W,Home,452897,Roof Tie-Down,3523.87,2024-04-06,2025-04-06
POL-000652,Coral Coast Mutual,4810,Townsville QLD,T-W,SME,1039190,,10001.73,2024-01-09,2025-01-08
POL-000653,Outback Assurance Group,4879,Innisfail QLD,T-W,Home,482286,Shutters Installed,4059.74,2024-10-18,2025-10-18
POL-000654,Outback Assurance Group,6000,Perth WA,B-F,SME,1790675,Roof Tie-Down,2946.79,2024-04-18,2025-04-18
POL-000655,Southern Cross Insurance,4680,Gladstone QLD,L-P,SME,856477,,3363.94,2024-09-13,2025-09-13
POL-000656,Southern Cross Insurance,6000,Perth WA,B-F,SME,2659127,Roof Tie-Down,3821.45,2025-01-21,2026-01-21
POL-000657,Outback Assurance Group,4825,Mount Isa QLD,B-F,SME,530838,,1015.25,2024-08-15,2025-08-15
POL-000658,Outback Assurance Group,4802,Townsville QLD,T-W,Home,523276,Roof Tie-Down,4262.19,2024-07-06,2025-07-06
POL-000659,Northbeam General,810,Darwin NT,T-W,Home,868241,Shutters Installed,7338.08,2023-10-25,2024-10-24
POL-000660,Northbeam General,4737,Bowen QLD,Q-S,Home,631540,Roof Tie-Down,3490.77,2024-11-09,2025-11-09
POL-000661,Pacific Rim Insurance,4810,Townsville QLD,T-W,SME,988757,,9292.16,2023-07-03,2024-07-02
POL-000662,Northbeam General,4802,Townsville QLD,T-W,SME,2427960,,25091.59,2023-02-11,2024-02-11
POL-000663,Pacific Rim Insurance,850,Alice Springs NT,B-F,Home,495386,Shutters Installed,688.64,2023-07-31,2024-07-30
POL-000664,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,298693,,1139.07,2024-10-26,2025-10-26
POL-000665,Pacific Rim Insurance,800,Darwin NT,T-W,SME,1547122,,15682.03,2023-09-27,2024-09-26
POL-000666,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,646905,Elevated Slab,963.1,2024-10-31,2025-10-31
POL-000667,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,483726,,2038.3,2023-12-28,2024-12-27
POL-000668,Outback Assurance Group,850,Alice Springs NT,B-F,SME,427672,,770.09,2023-05-23,2024-05-22
POL-000669,Northbeam General,4700,Rockhampton QLD,Q-S,Home,544450,,3334.74,2023-07-11,2024-07-10
POL-000670,Southern Cross Insurance,4680,Gladstone QLD,L-P,Home,491535,,2029.19,2023-12-05,2024-12-04
POL-000671,Outback Assurance Group,850,Alice Springs NT,B-F,SME,2877956,,4829.35,2025-05-03,2026-05-03
